datetime,timestamp,cpu_cu,pixel_x
2026-02-02 03:20:20,1769998820,0.0229,98.522
2026-02-02 03:20:39,1769998839,0.0227,98.732
2026-02-02 03:20:59,1769998859,0.0227,98.942
2026-02-02 03:21:20,1769998880,0.0227,99.153
2026-02-02 03:21:39,1769998899,0.0229,99.363
2026-02-02 03:21:59,1769998919,0.023,99.573
2026-02-02 03:22:20,1769998940,0.0231,99.784
2026-02-02 03:22:40,1769998960,0.0233,99.994
2026-02-02 03:22:59,1769998979,0.0233,100.204
2026-02-02 03:23:19,1769998999,0.0233,100.414
2026-02-02 03:23:40,1769999020,0.023,100.625
2026-02-02 03:24:00,1769999040,0.0228,100.835
2026-02-02 03:24:19,1769999059,0.0227,101.045
2026-02-02 03:24:39,1769999079,0.0227,101.255
2026-02-02 03:25:00,1769999100,0.0225,101.466
2026-02-02 03:25:20,1769999120,0.0223,101.676
2026-02-02 03:25:39,1769999139,0.0212,101.886
2026-02-02 03:25:59,1769999159,0.0212,102.096
2026-02-02 03:26:20,1769999180,0.0212,102.307
2026-02-02 03:26:39,1769999199,0.023,102.517
2026-02-02 03:26:59,1769999219,0.023,102.727
2026-02-02 03:27:20,1769999240,0.023,102.938
2026-02-02 03:27:40,1769999260,0.0222,103.148
2026-02-02 03:27:59,1769999279,0.0222,103.358
2026-02-02 03:28:19,1769999299,0.0222,103.568
2026-02-02 03:28:40,1769999320,0.0229,103.779
2026-02-02 03:29:00,1769999340,0.023,103.989
2026-02-02 03:29:19,1769999359,0.0231,104.199
2026-02-02 03:29:39,1769999379,0.0232,104.409
2026-02-02 03:30:00,1769999400,0.0232,104.62
2026-02-02 03:30:20,1769999420,0.0232,104.83
2026-02-02 03:30:39,1769999439,0.0228,105.04
2026-02-02 03:30:59,1769999459,0.0227,105.25
2026-02-02 03:31:20,1769999480,0.0225,105.461
2026-02-02 03:31:40,1769999500,0.0225,105.671
2026-02-02 03:31:59,1769999519,0.0223,105.881
2026-02-02 03:32:20,1769999540,0.0222,106.092
2026-02-02 03:32:40,1769999560,0.0221,106.302
2026-02-02 03:32:59,1769999579,0.0218,106.512
2026-02-02 03:33:19,1769999599,0.0216,106.722
2026-02-02 03:33:40,1769999620,0.021,106.933
2026-02-02 03:34:00,1769999640,0.021,107.143
2026-02-02 03:34:19,1769999659,0.021,107.353
2026-02-02 03:34:39,1769999679,0.022,107.563
2026-02-02 03:35:00,1769999700,0.022,107.774
2026-02-02 03:35:20,1769999720,0.022,107.984
2026-02-02 03:35:39,1769999739,0.0215,108.194
2026-02-02 03:35:59,1769999759,0.0215,108.404
2026-02-02 03:36:20,1769999780,0.0215,108.615
2026-02-02 03:36:40,1769999800,0.0233,108.825
2026-02-02 03:36:59,1769999819,0.0233,109.035
2026-02-02 03:37:20,1769999840,0.0233,109.246
2026-02-02 03:37:40,1769999860,0.0232,109.456
2026-02-02 03:37:59,1769999879,0.0232,109.666
2026-02-02 03:38:19,1769999899,0.0232,109.876
2026-02-02 03:38:40,1769999920,0.0235,110.087
2026-02-02 03:39:00,1769999940,0.0235,110.297
2026-02-02 03:39:19,1769999959,0.0235,110.507
2026-02-02 03:39:39,1769999979,0.022,110.717
2026-02-02 03:40:00,1770000000,0.022,110.928
2026-02-02 03:40:20,1770000020,0.022,111.138
2026-02-02 03:40:39,1770000039,0.0222,111.348
2026-02-02 03:40:59,1770000059,0.0227,111.558
2026-02-02 03:41:20,1770000080,0.0231,111.769
2026-02-02 03:41:40,1770000100,0.0247,111.979
2026-02-02 03:41:59,1770000119,0.0247,112.189
2026-02-02 03:42:20,1770000140,0.0247,112.4
2026-02-02 03:42:40,1770000160,0.0237,112.61
2026-02-02 03:42:59,1770000179,0.0237,112.82
2026-02-02 03:43:19,1770000199,0.0237,113.03
2026-02-02 03:43:40,1770000220,0.0243,113.241
2026-02-02 03:44:00,1770000240,0.0243,113.451
2026-02-02 03:44:19,1770000259,0.0243,113.661
2026-02-02 03:44:39,1770000279,0.0243,113.871
2026-02-02 03:45:00,1770000300,0.0243,114.082
2026-02-02 03:45:20,1770000320,0.0243,114.292
2026-02-02 03:45:39,1770000339,0.023,114.502
2026-02-02 03:45:59,1770000359,0.023,114.712
2026-02-02 03:46:20,1770000380,0.023,114.923
2026-02-02 03:46:40,1770000400,0.023,115.133
2026-02-02 03:46:59,1770000419,0.023,115.343
2026-02-02 03:47:19,1770000439,0.023,115.553
2026-02-02 03:47:40,1770000460,0.0236,115.764
2026-02-02 03:47:59,1770000479,0.0238,115.974
2026-02-02 03:48:19,1770000499,0.024,116.184
2026-02-02 03:48:40,1770000520,0.0242,116.395
2026-02-02 03:49:00,1770000540,0.0242,116.605
2026-02-02 03:49:19,1770000559,0.0242,116.815
2026-02-02 03:49:39,1770000579,0.0222,117.025
2026-02-02 03:50:00,1770000600,0.0222,117.236
2026-02-02 03:50:20,1770000620,0.0222,117.446
2026-02-02 03:50:39,1770000639,0.0232,117.656
2026-02-02 03:50:59,1770000659,0.0232,117.866
2026-02-02 03:51:20,1770000680,0.0232,118.077
2026-02-02 03:51:40,1770000700,0.0228,118.287
